volatility,return
0.269337,0.139945
0.240068,0.138076
0.230951,0.143019
0.231934,0.135647
0.291477,0.154637
0.287513,0.119043
0.244921,0.136946
0.250503,0.138821
0.231952,0.130013
0.268536,0.135932
0.339012,0.146268
0.2378,0.119107
0.245825,0.133937
0.212567,0.137853
0.231719,0.139395
0.218211,0.126056
0.252208,0.130244
0.223908,0.15368
0.237543,0.117987
0.24698,0.148297
0.254668,0.151759
0.217623,0.144278
0.246646,0.149949
0.245118,0.137733
0.248489,0.144698
0.23665,0.129069
0.267482,0.160756
0.225242,0.139719
0.306881,0.146552
0.278425,0.131213
0.248882,0.132254
0.248173,0.15179
0.24316,0.131069
0.259127,0.14293
0.270136,0.148814
0.258851,0.146164
0.274217,0.159163
0.225597,0.149297
0.269708,0.151123
0.251432,0.130639
0.276698,0.164012
0.281138,0.133125
0.255077,0.122549
0.237708,0.1307
0.248427,0.129191
0.237198,0.132243
0.32561,0.150565
0.254928,0.136704
0.320183,0.123928
0.259881,0.149961
0.279743,0.136622
0.283627,0.146196
0.254127,0.144217
0.219646,0.136324
0.281484,0.110174
0.226988,0.125677
0.299404,0.172072
0.260042,0.115003
0.237654,0.121022
0.218113,0.12347
0.29451,0.138866
0.299905,0.16212
0.261367,0.140988
0.281744,0.15175
0.259522,0.147243
0.2704,0.139293
0.256625,0.151349
0.271729,0.155667
0.275976,0.142182
0.217768,0.128954
0.205295,0.103252
0.252228,0.132784
0.296733,0.15002
0.314498,0.139005
0.238448,0.142872
0.254899,0.129159
0.238519,0.1403
0.244744,0.137237
0.230719,0.132592
0.255961,0.156192
0.314174,0.147188
0.235073,0.139027
0.269416,0.161815
0.239439,0.112092
0.244711,0.151309
0.225686,0.127982
0.222209,0.151357
0.270814,0.1623
0.265286,0.152632
0.255862,0.138214
0.236191,0.138328
0.271422,0.15625
0.283882,0.159621
0.259424,0.145264
0.243174,0.165437
0.266426,0.141653
0.266855,0.151213
0.239352,0.147516
0.324856,0.132025
0.226792,0.140694
0.270571,0.14432
0.276138,0.130463
0.251569,0.138566
0.229891,0.156522
0.288204,0.155881
0.230505,0.145055
0.330559,0.151416
0.229765,0.141145
0.258872,0.136817
0.250915,0.142327
0.257351,0.137354
0.267913,0.139693
0.23843,0.119525
0.237382,0.133831
0.231662,0.16115
0.240485,0.123242
0.321983,0.159275
0.245746,0.149312
0.282529,0.128863
0.270575,0.148988
0.243066,0.13301
0.258609,0.131879
0.234065,0.160996
0.284519,0.145869
0.264639,0.133691
0.247131,0.136158
0.250909,0.162656
0.268956,0.146166
0.296489,0.157356
0.25969,0.157185
0.240427,0.15652
0.224762,0.145278
0.299194,0.123068
0.249899,0.137798
0.246115,0.157764
0.283494,0.132257
0.232328,0.151683
0.262554,0.132157
0.219469,0.135459
0.270719,0.14173
0.263249,0.146296
0.302312,0.131081
0.232541,0.124942
0.25842,0.123088
0.267569,0.139698
0.287983,0.152916
0.252393,0.135982
0.282214,0.144651
0.233105,0.11244
0.272738,0.125208
0.198243,0.122671
0.224209,0.144802
0.258725,0.130295
0.272211,0.133906
0.27298,0.149724
0.247545,0.136368
0.243898,0.160665
0.230704,0.140583
0.265227,0.148409
0.270429,0.142144
0.228034,0.132344
0.222996,0.142249
0.249376,0.150173
0.241755,0.15592
0.239884,0.133115
0.278005,0.132349
0.243145,0.140612
0.239733,0.132198
0.241622,0.146433
0.318058,0.141156
0.240039,0.139079
0.243833,0.135849
0.25394,0.168338
0.2223,0.13584
0.220989,0.13944
0.270441,0.161779
0.277418,0.157275
0.231777,0.147112
0.272424,0.151492
0.228497,0.107523
0.236807,0.139098
0.268208,0.153644
0.26678,0.151727
0.25287,0.137389
0.323954,0.147679
0.21858,0.151795
0.264123,0.129236
0.253209,0.143566
0.246713,0.151569
0.246598,0.126171
0.282209,0.135579
0.222978,0.138332
0.303195,0.144201
0.235927,0.132588
0.255818,0.150588
0.253655,0.158823
0.240194,0.139784
0.249841,0.160003
0.251115,0.138654
0.256999,0.149286
0.255244,0.136534
0.251676,0.156936
0.255405,0.136845
0.276002,0.13654
0.233797,0.140889
0.262769,0.132568
0.212969,0.149869
0.224469,0.113842
0.253704,0.137924
0.232753,0.152519
0.243788,0.134979
0.254644,0.1239
0.255694,0.128675
0.218714,0.140407
0.313351,0.127052
0.228833,0.125532
0.25774,0.143017
0.226662,0.145315
0.328651,0.147856
0.29457,0.157223
0.250685,0.167218
0.265545,0.159825
0.230112,0.131401
0.20624,0.121614
0.263916,0.116058
0.205181,0.141194
0.262878,0.145484
0.223758,0.146537
0.268431,0.130023
0.295766,0.1584
0.226797,0.141808
0.291348,0.133141
0.316461,0.145609
0.277307,0.126008
0.248457,0.127459
0.233242,0.136522
0.222354,0.140766
0.276514,0.146579
0.272929,0.159252
0.24911,0.119271
0.20599,0.133325
0.22402,0.136767
0.292231,0.135856
0.252387,0.143956
0.286038,0.135529
0.237434,0.127605
0.291889,0.147696
0.236487,0.15172
0.284635,0.134809
0.260905,0.154109
0.233194,0.137098
0.276467,0.146899
0.280788,0.161112
0.253222,0.133229
0.234188,0.124865
0.232612,0.135861
0.207879,0.147888
0.209358,0.131883
0.25498,0.136638
0.192918,0.122492
0.227461,0.153978
0.248958,0.132806
0.261651,0.138427
0.254859,0.141002
0.236498,0.162817
0.217839,0.149249
0.291382,0.142927
0.261192,0.119123
0.302191,0.151839
0.245964,0.139337
0.236004,0.134794
0.256419,0.126075
0.228236,0.138789
0.237891,0.125486
0.256917,0.138489
0.20434,0.137119
0.221957,0.156914
0.234497,0.135206
0.275606,0.115161
0.244361,0.141195
0.247403,0.142077
0.255331,0.124492
0.277777,0.141979
0.281047,0.159267
0.230222,0.151271
0.267299,0.14387
0.261321,0.126721
0.246035,0.153851
0.22061,0.145245
0.295293,0.141746
0.219928,0.136048
0.269171,0.155436
0.258197,0.147643
0.210878,0.13322
0.297839,0.148502
0.238016,0.119863
0.236227,0.130718
0.221016,0.141684
0.207102,0.0906388
0.244845,0.123388
0.255825,0.141281
0.242737,0.151094
0.305372,0.140056
0.236448,0.149347
0.250813,0.152626
0.244515,0.168049
0.244998,0.158612
0.248228,0.131289
0.267488,0.129384
0.298515,0.158332
0.235192,0.130784
0.22194,0.130766
0.260089,0.133814
0.267265,0.15868
0.266983,0.132477
0.251204,0.148224
0.260024,0.130266
0.26053,0.123278
0.243744,0.129537
0.246804,0.140485
0.262053,0.131144
0.259261,0.138996
0.275352,0.154513
0.237577,0.135417
0.26865,0.146622
0.219982,0.129908
0.289814,0.145141
0.243033,0.139855
0.253957,0.111581
0.278215,0.135133
0.260183,0.135318
0.250403,0.121777
0.22005,0.152453
0.257792,0.118513
0.261603,0.154123
0.26389,0.140019
0.23536,0.145539
0.255645,0.135627
0.277144,0.128929
0.269915,0.161303
0.282282,0.13489
0.262405,0.152239
0.261623,0.146056
0.276392,0.114235
0.278792,0.14737
0.216644,0.150311
0.277292,0.150934
0.239264,0.129895
0.241027,0.129259
0.295401,0.151046
0.245172,0.153981
0.225697,0.156698
0.241383,0.13554
0.229625,0.137259
0.23891,0.129178
0.279369,0.156248
0.270217,0.142188
0.233317,0.134686
0.262314,0.140833
0.238767,0.144939
0.249915,0.131327
0.223094,0.141655
0.274978,0.139791
0.246582,0.135468
0.297936,0.141961
0.283936,0.13799
0.20912,0.138578
0.311407,0.151103
0.270579,0.142776
0.236848,0.142525
0.215787,0.138588
0.282694,0.15558
0.237725,0.144636
0.276687,0.127687
0.237165,0.143788
0.26473,0.146635
0.243475,0.136781
0.285381,0.15026
0.267965,0.13887
0.240305,0.150877
0.258599,0.121587
0.245725,0.135409
0.22895,0.123769
0.260893,0.141471
0.214348,0.130073
0.303773,0.15359
0.249006,0.131736
0.265067,0.141423
0.218142,0.135122
0.21608,0.129861
0.213833,0.133439
0.254121,0.136522
0.237036,0.134092
0.295222,0.152308
0.213046,0.126263
0.222482,0.136342
0.235938,0.127796
0.238642,0.149355
0.257158,0.132376
0.238821,0.139094
0.226822,0.128451
0.250657,0.145425
0.216543,0.134703
0.305016,0.147857
0.245773,0.143539
0.254711,0.161103
0.251439,0.13246
0.234797,0.14159
0.241385,0.125375
0.274426,0.145355
0.269432,0.129221
0.254511,0.153531
0.25,0.122113
0.293659,0.149038
0.235338,0.123858
0.260353,0.143036
0.247951,0.132084
0.249686,0.142605
0.236499,0.137001
0.236122,0.144908
0.217588,0.137731
0.246549,0.153202
0.250995,0.144286
0.308581,0.122676
0.245178,0.131857
0.237114,0.131407
0.249896,0.139803
0.21604,0.125188
0.211504,0.103717
0.243821,0.146083
0.292211,0.135035
0.225607,0.148112
0.205753,0.123944
0.224893,0.128624
0.296382,0.164174
0.295952,0.158784
0.24363,0.126906
0.248577,0.148265
0.258864,0.115757
0.215162,0.125281
0.260332,0.144104
0.276039,0.133375
0.21558,0.13152
0.27573,0.131585
0.309301,0.140847
0.235097,0.152988
0.247772,0.135011
0.250842,0.134614
0.283974,0.142634
0.210013,0.112186
0.277048,0.162684
0.223746,0.147176
0.23805,0.141375
0.253229,0.141002
0.254975,0.1419
0.273939,0.141094
0.249732,0.146073
0.198194,0.104056
0.264813,0.127737
0.253021,0.137435
0.260385,0.12205
0.236536,0.109419
0.262798,0.128502
0.201739,0.136061
0.269046,0.15145
0.216239,0.136539
0.217762,0.128576
0.271493,0.136163
0.229228,0.135597
0.251774,0.133876
0.300488,0.134413
0.282033,0.15086
0.261593,0.154466
0.20475,0.125319
0.241828,0.149479
0.224438,0.144543
0.249201,0.132772
0.255292,0.128046
0.247947,0.128075
0.317408,0.145613
0.253338,0.128802
0.228183,0.136793
0.276671,0.135154
0.209431,0.140811
0.201192,0.136769
0.274263,0.152633
0.324116,0.1331
0.29138,0.148511
0.279076,0.14111
0.243503,0.140651
0.271882,0.143803
0.290548,0.131882
0.306806,0.131541
0.288805,0.140643
0.261239,0.117363
0.233561,0.129936
0.24323,0.133455
0.281399,0.153236
0.302272,0.130619
0.265439,0.146265
0.275071,0.141475
0.238452,0.131753
0.220155,0.149288
0.262765,0.144971
0.234081,0.123228
0.269887,0.129198
0.255304,0.128808
0.259029,0.132843
0.235908,0.162451
0.276653,0.138513
0.256525,0.127017
0.279884,0.136612
0.314507,0.137444
0.246744,0.140453
0.20744,0.101138
0.205577,0.126201
0.228155,0.136441
0.282615,0.150507
0.280763,0.140689
0.276218,0.152222
0.250981,0.137417
0.257057,0.141848
0.214821,0.142576
0.251861,0.129023
0.250707,0.127817
0.262523,0.1514
0.256939,0.157805
0.276794,0.126851
0.230665,0.140463
0.205876,0.117785
0.276397,0.143264
0.240452,0.153788
0.229514,0.147585
0.255795,0.136694
0.222077,0.128571
0.251347,0.13535
0.249586,0.12449
0.263312,0.132025
0.245453,0.133931
0.248167,0.140781
0.226035,0.131935
0.250266,0.139645
0.285501,0.142871
0.26988,0.136832
0.261921,0.151158
0.261116,0.145165
0.275021,0.154701
0.265065,0.144227
0.2038,0.139403
0.237335,0.12257
0.290608,0.14078
0.24701,0.125727
0.229728,0.112181
0.228345,0.107521
0.269809,0.145322
0.293634,0.136886
0.201536,0.138143
0.221023,0.14607
0.273495,0.149412
0.251771,0.134866
0.234493,0.129743
0.240255,0.139156
0.251058,0.146617
0.220865,0.132512
0.221946,0.113388
0.290801,0.147581
0.221725,0.122903
0.254009,0.149515
0.240776,0.137003
0.291598,0.148051
0.248654,0.139476
0.229827,0.14192
0.265872,0.141711
0.266716,0.143386
0.240276,0.146321
0.262599,0.130284
0.254583,0.150099
0.288545,0.144985
0.261652,0.134792
0.234898,0.137426
0.196419,0.135225
0.330298,0.143966
0.237611,0.143852
0.225929,0.14463
0.221549,0.128194
0.215407,0.121477
0.220041,0.13822
0.21533,0.138403
0.304629,0.134107
0.295686,0.144698
0.236377,0.142459
0.237343,0.136182
0.314596,0.135714
0.226535,0.12537
0.227959,0.127368
0.266791,0.160829
0.259718,0.155308
0.315949,0.152396
0.251941,0.131547
0.332764,0.143915
0.256701,0.139721
0.230047,0.12762
0.233652,0.128025
0.225315,0.13808
0.275966,0.122848
0.236549,0.123526
0.24533,0.134367
0.249882,0.139306
0.238433,0.133643
0.244214,0.144324
0.225475,0.0999361
0.282525,0.142508
0.256127,0.139425
0.214961,0.155907
0.246756,0.136478
0.214814,0.121077
0.302449,0.150999
0.317381,0.147664
0.25253,0.123664
0.270549,0.147164
0.238281,0.122178
0.296013,0.140962
0.224075,0.124048
0.2512,0.136048
0.200795,0.121303
0.239738,0.149064
0.230584,0.113457
0.263485,0.115352
0.244921,0.127043
0.227584,0.143277
0.248374,0.124332
0.250847,0.139705
0.270567,0.147281
0.240242,0.147603
0.220886,0.133684
0.24607,0.135128
0.292449,0.150242
0.25959,0.127445
0.257025,0.13629
0.239968,0.134791
0.284906,0.153256
0.269448,0.134178
0.255485,0.141837
0.221973,0.133028
0.242714,0.132005
0.269593,0.157861
0.24463,0.131318
0.231918,0.151427
0.232764,0.14898
0.248675,0.142316
0.256299,0.137894
0.208883,0.131673
0.259863,0.155432
0.245189,0.123941
0.234617,0.152329
0.239518,0.133849
0.231016,0.141298
0.23301,0.136288
0.29731,0.151567
0.290913,0.149064
0.235496,0.138499
0.243875,0.116078
0.216793,0.11827
0.242447,0.135139
0.281927,0.145423
0.296608,0.133426
0.221015,0.127166
0.259035,0.140529
0.295645,0.132594
0.201012,0.142955
0.264291,0.167807
0.277577,0.154818
0.205217,0.130137
0.200021,0.125677
0.262363,0.156277
0.263538,0.151689
0.325301,0.15067
0.233919,0.136096
0.261692,0.136521
0.268876,0.133391
0.226993,0.153359
0.280824,0.153168
0.226202,0.131537
0.252356,0.136993
0.238775,0.14733
0.231717,0.129716
0.269349,0.143314
0.307942,0.147693
0.237158,0.134414
0.24126,0.140475
0.256548,0.145466
0.271421,0.159923
0.205332,0.0995739
0.202947,0.125647
0.25172,0.136884
0.279845,0.144943
0.248937,0.145235
0.206515,0.130103
0.275551,0.152522
0.218015,0.141907
0.216193,0.129578
0.260951,0.139823
0.250174,0.138165
0.280987,0.140081
0.212367,0.116984
0.236337,0.130384
0.213284,0.107278
0.257826,0.147292
0.31433,0.149775
0.24509,0.132357
0.226307,0.13875
0.258134,0.124682
0.285699,0.148326
0.217009,0.130677
0.269241,0.1317
0.199032,0.119809
0.301759,0.155149
0.246079,0.133112
0.265775,0.143335
0.248541,0.120142
0.252912,0.141459
0.293483,0.1494
0.291801,0.136492
0.226775,0.148499
0.232876,0.156751
0.205084,0.144393
0.241014,0.138568
0.23222,0.138409
0.215881,0.133543
0.311473,0.127644
0.243657,0.142045
0.289442,0.154117
0.282292,0.151763
0.282309,0.151757
0.204576,0.132083
0.230815,0.131223
0.222003,0.136751
0.210893,0.11143
0.294117,0.163373
0.244292,0.147162
0.249814,0.114859
0.211197,0.140318
0.269759,0.14802
0.261769,0.131563
0.260056,0.130619
0.299513,0.149245
0.253681,0.159416
0.2471,0.144698
0.275404,0.143789
0.295467,0.156077
0.274902,0.14689
0.270313,0.14613
0.270889,0.137693
0.234893,0.137517
0.236445,0.157104
0.27184,0.123232
0.309246,0.144473
0.251337,0.112214
0.227085,0.1482
0.257283,0.139009
0.202851,0.138739
0.259344,0.147708
0.250966,0.139887
0.32305,0.115814
0.261081,0.133519
0.205919,0.128654
0.326179,0.137468
0.237148,0.146462
0.242165,0.125166
0.237224,0.128583
0.291821,0.156616
0.302392,0.144362
0.289873,0.123361
0.25849,0.127993
0.254853,0.114327
0.214219,0.125595
0.259643,0.158332
0.243298,0.129374
0.228179,0.148936
0.316082,0.149349
0.25448,0.1337
0.239035,0.127524
0.261652,0.144182
0.246456,0.142408
0.238218,0.127472
0.256474,0.142299
0.27044,0.153881
0.266396,0.150141
0.216694,0.131171
0.283758,0.163916
0.264313,0.146133
0.286379,0.156404
0.206438,0.124697
0.334392,0.150691
0.300921,0.151327
0.230571,0.144502
0.260778,0.122407
0.209756,0.139236
0.239448,0.148076
0.262909,0.126781
0.243683,0.149288
0.209897,0.120197
0.23758,0.141021
0.210743,0.0897995
0.254779,0.135372
0.295367,0.148355
0.229263,0.128365
0.253289,0.14333
0.228164,0.131374
0.225859,0.127574
0.239732,0.135225
0.275455,0.116125
0.284685,0.120824
0.260744,0.160469
0.292908,0.156253
0.240904,0.154626
0.255282,0.13321
0.233495,0.135702
0.265281,0.152144
0.272966,0.163536
0.213975,0.12278
0.261789,0.138154
0.290957,0.134936
0.207067,0.137308
0.224872,0.138911
0.24144,0.12936
0.299986,0.150835
0.211852,0.118855
0.227771,0.146128
0.282968,0.15552
0.270679,0.136235
0.31813,0.147273
0.248012,0.113765
0.213737,0.130065
0.232585,0.143803
0.240572,0.13178
0.216138,0.136517
0.218223,0.108074
0.263916,0.132843
0.251486,0.125937
0.303076,0.141396
0.266532,0.146803
0.267053,0.139988
0.281562,0.132286
0.236732,0.127467
0.309796,0.152364
0.265142,0.164319
0.293146,0.146494
0.271665,0.148099
0.233329,0.134481
0.276223,0.130294
0.241705,0.1403
0.29309,0.130563
0.26546,0.147258
0.226674,0.126958
0.257481,0.147134
0.263237,0.139719
0.248283,0.156647
0.195982,0.128544
0.223895,0.155173
0.249506,0.12912
0.242915,0.155016
0.324247,0.145849
0.265732,0.124587
0.342526,0.140756
0.247315,0.140977
0.217498,0.124565
0.298244,0.146767
0.301141,0.141551
0.229911,0.146648
0.272381,0.159072
0.240541,0.138571
0.292645,0.136398
0.22408,0.126211
0.261999,0.131525
0.231319,0.130877
0.214352,0.145424
0.252065,0.149996
0.214195,0.121864
0.263795,0.153978
0.211668,0.128943
0.211546,0.143465
0.25834,0.161508
0.232955,0.142079
0.264607,0.130018
0.242544,0.151602
0.249054,0.143304
0.262761,0.11412
0.221399,0.13473
0.251321,0.131337
0.225632,0.119084
0.230037,0.126603
0.292862,0.123967
0.315174,0.143292
0.280763,0.158423
0.239399,0.149054
0.204487,0.0976386
0.29777,0.155242
0.222987,0.143756
0.244521,0.148529
0.243621,0.135068
0.246932,0.147448
0.261476,0.157134
0.231746,0.150407
0.244346,0.129643
0.207086,0.128476
0.262493,0.144154
0.207357,0.137173
0.276436,0.157571
0.248286,0.115726
0.220288,0.133792
0.2445,0.146832
0.23883,0.153017
0.316098,0.144226
0.269076,0.155105
0.280953,0.149281
0.283465,0.136769
0.240694,0.117347
0.23609,0.139115
0.250891,0.133421
0.226142,0.129657
0.311909,0.145888
0.254269,0.131609
0.205707,0.140016
0.247947,0.12864
0.291527,0.148726
0.245339,0.121152
0.290332,0.14982
0.308986,0.155483
0.205588,0.132361
0.251995,0.132179
0.242722,0.128766
0.265306,0.147317
0.210055,0.135955
0.243047,0.129139
0.251907,0.141855
0.26272,0.144291
0.283674,0.149245
0.230555,0.141926
0.291113,0.156144
0.26734,0.159325
0.306886,0.151208
0.202119,0.140242
0.239156,0.140434
0.250182,0.134667
0.272387,0.129025
0.271311,0.12686
0.228512,0.144405
0.21722,0.138026
0.283249,0.154265
0.237652,0.133865
0.228764,0.148958
0.317368,0.146502
0.262491,0.156429
0.236249,0.118443
0.25331,0.156696
0.239573,0.161903
0.195446,0.113523
0.223428,0.139821
0.241306,0.119666
0.249824,0.130166
0.306352,0.1335
0.252377,0.137975
0.263955,0.151537
0.255033,0.144956
0.267907,0.142113
0.258607,0.13317
0.23483,0.120728
0.244734,0.15455
0.225647,0.131501
0.308863,0.152506
0.243162,0.130562
0.254568,0.150221
0.262334,0.141702
0.275985,0.134595
0.251176,0.149302
0.341256,0.144862
0.240127,0.129322
0.258817,0.129223
0.248098,0.143417
0.226524,0.121448
0.201543,0.132939
0.238959,0.118659
0.21337,0.138097
0.238068,0.147974
0.265122,0.160971
0.263878,0.15201
0.325832,0.154416
0.259747,0.127989
0.260748,0.15192
0.300539,0.14118
0.266435,0.104807
0.237527,0.137974
0.262261,0.14953
0.252835,0.135695
0.22219,0.13054
0.279723,0.122136
0.238052,0.153325
0.30347,0.141352
0.221766,0.134437
0.240949,0.151461
0.262806,0.119312
0.253786,0.154504
0.280307,0.153514
0.23189,0.159954
0.257316,0.110534
0.27397,0.152559
0.293295,0.130597
0.268812,0.154021
0.215042,0.129468
0.256414,0.120168
0.212627,0.14884
0.247442,0.156101
0.261243,0.154446
0.20163,0.145667
0.281756,0.15202
0.282329,0.126349
0.257953,0.163602
0.250475,0.126265
0.279838,0.128149
0.254027,0.161747
0.295275,0.135972
0.210278,0.134011
0.210619,0.128149
0.263606,0.139836
0.235727,0.142776
0.227043,0.132484
0.211624,0.147656
0.293769,0.15281
0.207582,0.138582
0.232503,0.126627
0.229622,0.144239
0.30102,0.145032
0.244377,0.130406
0.26943,0.1375
0.297355,0.129711
0.290504,0.155517
0.219167,0.115789
0.25286,0.134992
0.228695,0.145797
0.21828,0.118547
0.208781,0.133598
0.279124,0.143907
0.255733,0.136112
0.266958,0.115793
0.249207,0.114237
0.253349,0.133695
0.254536,0.131661
0.233074,0.130559
0.260889,0.143266
0.21703,0.121159
0.266954,0.138429
0.228253,0.159841
0.245446,0.145901
0.274359,0.14903
0.265739,0.136208
0.254524,0.132308
0.230898,0.13377
0.23536,0.144685
0.219498,0.137564
0.25057,0.14602
0.208211,0.132298
0.236395,0.116276
0.225776,0.138637
0.201463,0.133746
0.225869,0.128133
0.23807,0.103044
0.238659,0.143632
0.269473,0.130887
0.260036,0.147658
0.314756,0.13623
0.213506,0.138924
0.306852,0.137335
0.274112,0.14611
0.234613,0.129153
0.273428,0.13864
0.233368,0.126215
0.332442,0.134415
0.31391,0.149336
0.263714,0.14647
0.21588,0.108463
0.252436,0.130526
0.263836,0.155341
0.25645,0.145893
0.264106,0.163888
0.250198,0.144662
0.274464,0.152308
0.292991,0.139597
0.225915,0.121836
0.31449,0.135027
0.248164,0.136871
0.269523,0.130646
0.238967,0.141144
0.25056,0.128454
0.263482,0.151989
0.303892,0.130004
0.215398,0.148531
0.266564,0.130302
0.261978,0.144814
0.204375,0.108974
0.322505,0.145287
0.261984,0.161239
0.246631,0.119397
0.250675,0.173888
0.227366,0.137009
0.252381,0.134689
0.254354,0.166617
0.237175,0.131602
0.301876,0.142605
0.29032,0.129497
0.242048,0.139721
0.269774,0.140651
0.252087,0.140106
0.224175,0.13004
0.215501,0.135027
0.207575,0.13679
0.312499,0.149705
0.221381,0.147122
0.239642,0.134614
0.244049,0.133842
0.21099,0.135803
0.292542,0.148736
0.280936,0.157858
0.260914,0.155188
0.265844,0.144712
0.227198,0.13154
0.277419,0.147985
0.259507,0.138867
0.251093,0.135941
0.252534,0.158112
0.244695,0.148037
0.25046,0.163211
0.256259,0.1366
0.230371,0.133649
0.210049,0.116088
0.215505,0.143083
0.295573,0.147305
0.270243,0.140714
0.236383,0.140867
0.264838,0.140903
0.261367,0.160581
0.241225,0.120556
0.26569,0.138463
0.262761,0.135347
0.262231,0.13297
0.257503,0.151267
0.254179,0.144624
0.274118,0.13738
0.26711,0.149958
0.231448,0.134833
0.198613,0.13398
0.22212,0.142856
0.25422,0.163258
0.271266,0.12737
0.235912,0.132351
0.224252,0.1231
0.2596,0.127133
0.237497,0.14212
0.254708,0.140023
0.273374,0.121605
0.223348,0.134268
0.23615,0.130943
0.252868,0.124618
0.295256,0.136536
0.297565,0.155583
0.23636,0.135281
0.309737,0.14251
0.248043,0.137821
0.234764,0.146813
0.238877,0.147291
0.236048,0.15085
0.281562,0.118109
0.248777,0.141598
0.275634,0.142884
0.216633,0.122487
0.278403,0.149089
0.243867,0.143592
0.305389,0.146302
0.267912,0.151947
0.277224,0.141542
0.266125,0.148949
0.229484,0.129199
0.217606,0.154382
0.313153,0.149948
0.25783,0.112667
0.272417,0.161597
0.235389,0.138598
0.239465,0.132716
0.242428,0.114864
0.284249,0.162677
0.234505,0.138917
0.275186,0.139072
0.30621,0.13984
0.258941,0.150091
0.261372,0.159383
0.220574,0.145186
0.27516,0.170353
0.231066,0.147017
0.265717,0.156052
0.226324,0.14226
0.229562,0.148057
0.254011,0.131396
0.231535,0.133227
0.27041,0.14713
0.233757,0.143937
0.268286,0.13888
0.247432,0.144646
0.274991,0.136933
0.25594,0.151242
0.242171,0.12938
0.242663,0.147436
0.237625,0.125665
0.26365,0.140363
0.288411,0.147656
0.225758,0.119869
0.219812,0.131665
0.228708,0.146093
0.219482,0.139147
0.289443,0.145365
0.283281,0.140278
0.256679,0.14585
0.228037,0.131908
0.269599,0.12888
0.214888,0.140735
0.248688,0.150373
0.255985,0.131382
0.239067,0.148948
0.234027,0.130697
0.252266,0.122797
0.246617,0.137333
0.260507,0.120332
0.258291,0.148628
0.283874,0.124842
0.253331,0.116984
0.229732,0.137527
0.253291,0.139947
0.259155,0.12169
0.291051,0.146961
0.298259,0.163418
0.284773,0.137963
0.226962,0.131188
0.310004,0.134628
0.301607,0.145244
0.318341,0.160501
0.234565,0.128583
0.20654,0.138642
0.243246,0.13187
0.241732,0.141183
0.314365,0.141267
0.299141,0.136204
0.228348,0.127728
0.242647,0.138129
0.224814,0.138825
0.24934,0.141446
0.22672,0.120726
0.260582,0.142677
0.203941,0.137751
0.266944,0.142023
0.265861,0.159997
0.277618,0.141946
0.21044,0.140898
0.270613,0.124781
0.251824,0.142994
0.207983,0.136593
0.21609,0.13399
0.250242,0.152331
0.303465,0.147493
0.286736,0.157189
0.283702,0.138828
0.222323,0.120369
0.272842,0.15024
0.311439,0.150702
0.231976,0.139105
0.230353,0.149528
0.252509,0.14872
0.248089,0.120156
0.241901,0.139765
0.264862,0.130785
0.283554,0.141229
0.249773,0.136228
0.264262,0.148004
0.256188,0.122896
0.246812,0.143089
0.298157,0.122127
0.260856,0.152502
0.246154,0.130135
0.202707,0.139634
0.279961,0.143192
0.245195,0.145773
0.241016,0.148002
0.30826,0.129294
0.280814,0.142831
0.223031,0.126762
0.276058,0.150071
0.214559,0.13004
0.257112,0.145336
0.247391,0.129616
0.28505,0.150371
0.247067,0.122218
0.253616,0.161605
0.21483,0.104597
0.229079,0.137463
0.220212,0.141855
0.246474,0.140711
0.260725,0.138014
0.264187,0.142326
0.247172,0.137785
0.224591,0.139699
0.202509,0.128003
0.264117,0.145822
0.298466,0.16002
0.264158,0.128116
0.231978,0.126396
0.267733,0.130491
0.217687,0.136113
0.305654,0.130786
0.259278,0.159285
0.199772,0.103645
0.253012,0.131358
0.251168,0.143207
0.283922,0.127307
0.244687,0.140419
0.253089,0.139977
0.259255,0.164367
0.273282,0.125622
0.274793,0.119398
0.240997,0.145996
0.27013,0.154299
0.239997,0.144824
0.293239,0.132602
0.235396,0.156683
0.201597,0.12616
0.239007,0.128573
0.266846,0.138583
0.23358,0.125251
0.265668,0.145347
0.252022,0.132725
0.237871,0.148061
0.238093,0.148648
0.221165,0.121832
0.276843,0.130401
0.263159,0.139703
0.226156,0.133398
0.217137,0.136741
0.265259,0.160156
0.200772,0.127961
0.232504,0.140944
0.290142,0.14465
0.271428,0.124867
0.25217,0.136597
0.251317,0.116996
0.237407,0.1347
0.274069,0.14674
0.221025,0.133584
0.286493,0.149894
0.261225,0.154944
0.296616,0.147081
0.271638,0.153134
0.250731,0.138808
0.302169,0.152627
0.219329,0.139771
0.293698,0.144619
0.266861,0.123836
0.210995,0.115147
0.233164,0.128727
0.313743,0.142654
0.238544,0.139714
0.239091,0.149545
0.266034,0.147156
0.258943,0.123992
0.260304,0.116471
0.25092,0.140794
0.282649,0.15102
0.237062,0.129074
0.216571,0.140759
0.277752,0.162246
0.249976,0.124983
0.229564,0.138323
0.254184,0.12943
0.202281,0.131628
0.263433,0.120825
0.236138,0.125788
0.246847,0.149202
0.26819,0.140866
0.232352,0.143955
0.291312,0.137518
0.250227,0.147288
0.236966,0.127015
0.311089,0.138513
0.272278,0.138043
0.20117,0.13933
0.299091,0.143768
0.280806,0.159247
0.271133,0.131987
0.273214,0.163793
0.284192,0.135997
0.244165,0.139315
0.23902,0.12484
0.198902,0.121893
